Time,Distance,Speed,Throttle,Brake,RPM,Gear,DRS,X,Y,AirTemp_C,TrackTemp_C
16.634,944.84,189.0,100.0,0,11514.0,4,8,-2357.684303835773,-1249.1848435549489,21.2,43.3
16.648,945.5908420878392,189.58333866666666,100.0,0,11542.758596266667,4,8,-2352.0,-1243.0,21.2,43.3
16.874,958.1066666666666,199.0,100.0,0,12007.0,4,8,-2301.612361734916,-1188.6687946116094,21.2,43.3
16.988,964.5560210328798,202.42000384,100.0,0,11528.1994624,4,8,-2272.0,-1152.0,21.2,43.3
17.074,969.4955555555556,205.0,100.0,0,11167.0,4,8,-2237.8453554197968,-1107.907990549848,21.2,43.3
17.275,981.3322222222221,212.0,100.0,0,10958.0,5,8,-2144.4556270022167,-984.0653674060952,21.2,43.3
17.288,982.1058957974228,212.27857005714284,100.0,0,10968.167807085714,5,8,-2140.0,-978.0,21.2,43.3
17.555,998.2877777777777,218.0,100.0,0,11177.0,5,8,-2088.3551584529164,-902.0399054253952,21.2,43.3
17.628,1002.9061658040696,220.027776,95.1333376,0,11251.4193792,5,8,-2069.0,-873.0,21.2,43.3
17.915,1021.0877777777777,228.0,76.0,1,11544.0,5,8,-1943.437484065004,-692.0578413864512,21.2,43.3
17.948,1023.0138181682531,224.6083399111111,69.03334684444445,1,11418.783576177777,5,8,-1930.0,-674.0,21.2,43.3
18.009,1026.4646174829318,218.33890204444444,56.15558257777778,1,11187.322707911111,5,8,-1907.0,-644.0,21.2,43.3
18.168,1034.8468171196894,201.9972288,22.588902400000002,1,10584.0057984,5,8,-1849.0,-568.0,21.2,43.3
18.275,1040.1877777777777,191.0,0.0,1,10178.0,5,8,-1811.3108020876507,-520.5307679555137,21.2,43.3
18.475,1049.5211111111112,168.0,0.0,1,10275.0,5,8,-1745.064682476993,-441.1198159663265,21.2,43.3
18.528,1051.7546821452033,162.5107209142857,0.0,1,10315.696379428571,5,8,-1729.0,-422.0,21.2,43.3
18.688,1057.8904181654368,145.93929234285713,0.0,1,10438.553522285714,5,8,-1684.0,-369.0,21.2,43.3
18.755,1060.332222222222,139.0,0.0,1,10490.0,5,8,-1665.9102070342542,-348.72676675530056,21.2,43.3
18.948,1067.091808670785,127.7416704,0.0,1,10580.0666368,5,8,-1616.0,-296.0,21.2,43.3
18.995,1068.6655555555556,125.0,0.0,1,10602.0,4,8,-1604.5130897987651,-284.2442792432135,21.2,43.3
19.068,1071.0492353172951,121.61071725714285,0.0,1,10326.685955657143,4,8,-1587.0,-267.0,21.2,43.3
19.268,1077.1743297616683,112.32500297142857,0.0,1,9572.400241371428,4,8,-1540.0,-228.0,21.2,43.3
19.275,1077.3766666666666,112.0,0.0,1,9546.0,2,8,-1538.445691279734,-226.87196510138412,21.2,43.3
19.548,1084.7048459511038,98.3500032,0.0,1,8004.4034864000005,2,8,-1474.0,-199.0,21.2,43.3
19.595,1085.9099999999999,96.0,0.0,1,7739.0,2,8,-1457.9740210153095,-198.7153204486682,21.2,43.3
19.795,1090.9099999999999,90.0,0.0,1,7484.0,2,8,-1385.1070918856256,-208.39437853409123,21.2,43.3
19.808,1091.2216401597072,89.6750016,0.0,1,7466.630641066667,2,8,-1382.0,-209.0,21.2,43.3
20.048,1096.656720169611,83.6750016,0.0,1,7145.9639744,2,8,-1356.0,-220.0,21.2,43.3
20.155,1099.0099999999998,81.0,0.0,1,7003.0,2,8,-1338.7693760047014,-231.39645995416535,21.2,43.3
20.328,1102.8147249736721,79.55833386666667,0.0,1,6548.8751680000005,2,8,-1304.0,-257.0,21.2,43.3
20.395,1104.2766666666664,79.0,0.0,0,6373.0,2,8,-1292.8797048931735,-267.5159663793817,21.2,43.3
20.549,1107.598242335272,78.65000029090909,12.949989236363637,0,6726.4997061818185,2,8,-1272.0,-293.0,21.2,43.3
20.709,1111.0260965761984,78.28636392727273,26.40453469090909,0,7093.7724334545455,2,8,-1255.0,-322.0,21.2,43.3
20.835,1113.8099999999997,78.0,37.0,0,7383.0,2,8,-1243.3258827635664,-346.8905298375969,21.2,43.3
20.888,1115.0067155804618,79.3249984,36.47000064,0,7426.7249472,2,8,-1239.0,-358.0,21.2,43.3
21.035,1118.4211111111108,83.0,35.0,0,7548.0,2,8,-1229.0477835871216,-390.5561687296573,21.2,43.3
21.069,1119.236267760261,83.99166293333333,37.26665813333334,0,7711.057719466667,2,8,-1227.0,-398.0,21.2,43.3
21.275,1124.4211111111108,90.0,51.0,0,8699.0,2,8,-1214.725753497497,-444.5644873519692,21.2,43.3
21.309,1125.3286060299638,91.2749952,53.4437408,0,8796.1121344,2,8,-1212.0,-455.0,21.2,43.3
21.595,1133.4877777777774,102.0,74.0,0,9613.0,2,8,-1182.1523685108325,-567.8177977413803,21.2,43.3
21.609,1133.903530542808,102.583328,75.0499904,0,9671.7411296,2,8,-1181.0,-572.0,21.2,43.3
21.835,1140.954444444444,112.0,92.0,0,10620.0,2,8,-1169.40488346074,-609.91311069762,21.2,43.3
21.949,1145.01145561852,120.1937408,94.8499968,0,10251.994163200001,2,8,-1162.0,-632.0,21.2,43.3
22.109,1151.1672314195596,131.6937408,98.8499968,0,9735.494163200001,2,8,-1144.0,-685.0,21.2,43.3
22.155,1152.954444444444,135.0,100.0,0,9587.0,3,8,-1136.2870646300098,-705.5086662082825,21.2,43.3
22.315,1159.1766666666663,140.0,100.0,0,9587.0,3,8,-1101.3429078179877,-791.6312245193958,21.2,43.3
22.389,1162.0128794641282,140.0,100.0,0,10053.1991936,3,8,-1085.0,-829.0,21.2,43.3
22.515,1166.954444444444,140.0,100.0,0,10847.0,3,8,-1059.1284344926976,-883.4818991672901,21.2,43.3
22.754,1177.244722222222,155.0,0.0,1,11179.0,3,8,-1016.6620481492854,-958.9046910255074,21.2,43.3
22.849,1181.0219695941787,147.4791616,0.0,1,11179.0,3,8,-1002.0,-983.0,21.2,43.3
22.994,1186.3113888888886,136.0,0.0,1,11179.0,3,8,-982.0116002615626,-1014.291222562737,21.2,43.3
23.148,1191.4125042264109,119.6374864,0.0,1,10639.999552,3,8,-955.0,-1046.0,21.2,43.3
23.154,1191.6002777777776,119.0,0.0,1,10619.0,3,8,-953.6296570847248,-1047.3301283519068,21.2,43.3
23.394,1198.4002777777775,102.0,0.0,1,10932.0,3,8,-883.2982724854832,-1103.8562227337097,21.2,43.3
23.488,1200.6493117578366,91.4249856,0.0,1,10611.2245632,3,8,-860.0,-1120.0,21.2,43.3
23.554,1202.133611111111,84.0,0.0,1,10386.0,2,8,-847.5600299273691,-1127.7726156115737,21.2,43.3
23.755,1206.3769444444442,76.0,0.0,1,8986.0,1,8,-825.7037398221335,-1134.7356841077617,21.2,43.3
23.868,1208.6255138483534,73.1750016,0.0,1,8195.000448,1,8,-809.0,-1133.0,21.2,43.3
24.035,1211.743611111111,69.0,0.0,1,7026.0,1,8,-772.4947121020624,-1125.7197708179801,21.2,43.3
24.108,1213.0099624692098,66.2625024,0.0,1,6838.0251648,1,8,-759.0,-1121.0,21.2,43.3
24.275,1215.743611111111,60.0,0.0,1,6408.0,1,8,-743.0578629304625,-1106.9656938142723,21.2,43.3
24.388,1217.541747006418,58.30500096,0.0,1,6192.17012224,1,8,-738.0,-1094.0,21.2,43.3
24.475,1218.9102777777778,57.0,0.0,1,6026.0,1,8,-734.7754748725611,-1081.735088847071,21.2,43.3
24.635,1221.3991666666666,56.0,0.0,1,5673.0,1,8,-730.5823805896171,-1054.9153001949269,21.2,43.3
24.748,1223.1061682354543,54.5875008,0.0,1,5388.3814112,1,8,-730.0,-1037.0,21.2,43.3
24.795,1223.7991666666667,54.0,0.0,0,5270.0,1,8,-730.4094260632353,-1030.1039441089235,21.2,43.3
24.928,1225.7011469799395,52.005000960000004,0.0,0,5035.25511296,1,8,-734.0,-1010.0,21.2,43.3
24.995,1226.6325,51.0,0.0,0,4917.0,1,8,-737.5201966109677,-997.2326288315845,21.2,43.3
25.129,1228.4495404601794,49.7437512,0.8374992,0,4793.8876176,1,8,-746.0,-971.0,21.2,43.3
25.315,1230.8991666666666,48.0,2.0,0,4623.0,1,8,-753.6388814348675,-951.1237574564673,21.2,43.3
25.468,1232.8896355559107,47.23500032,2.76499968,0,4852.499904,1,8,-760.0,-939.0,21.2,43.3
25.515,1233.5102777777777,47.0,3.0,0,4923.0,1,8,-762.5736127439286,-934.3776610696566,21.2,43.3
25.768,1236.9816556892838,49.1083328,12.1361088,0,5522.4692928,1,8,-780.0,-905.0,21.2,43.3
25.875,1238.5102777777777,50.0,16.0,0,5776.0,1,8,-787.7813414049548,-893.0336341564552,21.2,43.3
25.929,1239.2945803879365,50.80999808,17.88999552,0,5878.32975744,1,8,-792.0,-887.0,21.2,43.3
26.075,1241.454722222222,53.0,23.0,0,6155.0,1,8,-804.9105426837443,-870.2615947943244,21.2,43.3
26.189,1243.1752860002803,54.4249984,27.2749952,0,6469.9246464,1,8,-815.0,-858.0,21.2,43.3
